v8-version,4,5,103,33,0
code-creation,Builtin,4,0x1e64ff823400,197,"Slot_DebugBreak"
code-creation,Builtin,4,0x1e64ff8234e0,97,"PlainReturn_LiveEdit"
code-creation,Builtin,4,0x1e64ff823560,137,"FrameDropper_LiveEdit"
tick,0xc3eaae,23082,0,0x0,2
tick,0xc3ce26,24157,0,0x0,2
code-creation,Stub,2,0x1e64ff823600,478,"FastNewContextStub"
code-creation,Stub,2,0x1e64ff8237e0,2674,"RecordWriteStub"
code-creation,Stub,2,0x1e64ff824260,2710,"RecordWriteStub"
code-creation,Stub,2,0x1e64ff824d00,854,"FastNewClosureStub"
code-creation,Stub,2,0x1e64ff825060,1831,"RecordWriteStub"
code-creation,Stub,6,0x1e64ff8257a0,514,"LoadICTrampolineStub"
code-creation,Stub,2,0x1e64ff8259c0,1834,"RecordWriteStub"
code-creation,StoreInitialize,9,0x1e64ff826100,121,"args_count: 0"
code-creation,Stub,2,0x1e64ff826180,521,"CallConstructStub_Recording"
code-creation,Function,0,0x1e64ff8263a0,3372," native runtime.js:69:10",0x21f7b5f40db8,~
code-creation,Script,0,0x1e64ff8270e0,292,"native runtime.js",0x21f7b5f40f88,~
code-creation,StorePreMonomorphic,9,0x1e64ff827220,121,"args_count: 0"
code-creation,Stub,2,0x1e64ff8272a0,406,"FastNewContextStub"
code-creation,Stub,2,0x1e64ff827440,854,"FastNewClosureStub"
code-creation,Stub,2,0x1e64ff8277a0,1524,"FastCloneShallowArrayStub"
code-creation,Stub,2,0x1e64ff827da0,1819,"RecordWriteStub"
code-creation,Stub,8,0x1e64ff8284c0,533,"CallICStub(args(3), FUNCTION, "
code-creation,Stub,8,0x1e64ff8286e0,113,"CallICTrampolineStub"
code-creation,Function,0,0x1e64ff828760,1540," native prologue.js:2:10",0x21f7b5f43638,~
code-creation,Script,0,0x1e64ff828d80,252,"native prologue.js",0x21f7b5f43778,~
tick,0xd96b64,151858,0,0x0,2
tick,0x7f9f7855e0df,151877,0,0x0,2
code-creation,Stub,6,0x1e64ff828e80,514,"LoadICTrampolineStub"
code-creation,Stub,7,0x1e64ff8290a0,393,"KeyedLoadICTrampolineStub"
code-creation,Stub,8,0x1e64ff829240,533,"CallICStub(args(2), FUNCTION, "
code-creation,Stub,8,0x1e64ff829460,113,"CallICTrampolineStub"
code-creation,Stub,12,0x1e64ff8294e0,173,"CompareICStub"
code-creation,LazyCompile,0,0x1e64ff8295a0,760,"InstallFunctions native prologue.js:41:26",0x21f7b5f42f18,~
code-disable-optimization,"SAR","Call to a JavaScript runtime function"
code-creation,Stub,2,0x1e64ff8298a0,234,"CallFunctionStub_Args1"
code-creation,Stub,12,0x1e64ff8299a0,173,"CompareICStub"
code-creation,LazyCompile,0,0x1e64ff829a60,692,"SAR native runtime.js:320:17",0x21f7b5f3f950,
code-creation,Stub,12,0x1e64ff829d20,195,"CompareICStub"
code-creation,Stub,3,0x1e64ff829e00,272,"LoadFastElementStub"
code-disable-optimization,"ADD","Call to a JavaScript runtime function"
tick,0xccf720,152682,0,0x92b5a6,2,0xc7a4e0,0x1e64ff8296ca,0x1e64ff828d14
code-creation,Stub,2,0x1e64ff829f20,1033,"StringAddStub_CheckBoth_NotTenured"
code-creation,Stub,2,0x1e64ff82a340,234,"CallFunctionStub_Args2"
code-creation,LazyCompile,0,0x1e64ff82a440,1036,"ADD native runtime.js:170:17",0x21f7b5f3eae0,
code-creation,LazyCompile,0,0x1e64ff82a860,412,"SetFunctionName native prologue.js:20:25",0x21f7b5f42dc8,~
code-creation,Stub,3,0x1e64ff82aa00,112,"LoadFieldStub"
tick,0xcdefbb,153750,0,0x0,2
tick,0xc2f196,154947,0,0x0,2
tick,0xc491cc,157034,0,0x0,2
code-creation,Stub,2,0x1e64ff82aa80,1306,"FastNewContextStub"
code-creation,Stub,8,0x1e64ff82afa0,651,"CallICStub(args(1), METHOD, "
code-creation,Stub,8,0x1e64ff82b240,113,"CallICTrampolineStub"
code-creation,Stub,6,0x1e64ff82b2c0,514,"LoadICTrampolineStub"
code-creation,Stub,8,0x1e64ff82b4e0,651,"CallICStub(args(2), METHOD, "
code-creation,Stub,8,0x1e64ff82b780,113,"CallICTrampolineStub"
code-creation,Stub,8,0x1e64ff82b800,651,"CallICStub(args(3), METHOD, "
code-creation,Stub,8,0x1e64ff82baa0,113,"CallICTrampolineStub"
code-creation,Stub,8,0x1e64ff82bb20,651,"CallICStub(args(4), METHOD, "
code-creation,Stub,8,0x1e64ff82bdc0,113,"CallICTrampolineStub"
code-creation,Stub,2,0x1e64ff82be40,608,"MathPowStub"
tick,0xc0bc02,158092,0,0x0,2
code-creation,Function,0,0x1e64ff82c0a0,12564," native v8natives.js:7:10",0x21f7b5f4c710,~
code-creation,Script,0,0x1e64ff82f1c0,292,"native v8natives.js",0x21f7b5f4c868,~
code-creation,StoreInitialize,9,0x1e64ff82f300,121,"args_count: 0"
code-creation,LazyCompile,0,0x1e64ff82f380,276,"Import native prologue.js:12:16",0x21f7b5f42c78,~
code-creation,StorePreMonomorphic,9,0x1e64ff82f4a0,121,"args_count: 0"
code-creation,LazyCompile,0,0x1e64ff82f520,276,"ImportFromExperimental native prologue.js:16:32",0x21f7b5f42d20,~
code-creation,LazyCompile,0,0x1e64ff82f640,680,"InstallConstants native prologue.js:30:26",0x21f7b5f42e70,~
code-creation,Stub,14,0x1e64ff82f900,151,"ToBooleanStub(None)"
code-creation,Stub,12,0x1e64ff82f9a0,173,"CompareICStub"
code-creation,Stub,2,0x1e64ff82fa60,203,"ToNumberStub"
code-creation,LazyCompile,0,0x1e64ff82fb40,1212,"SetUpLockedPrototype native prologue.js:74:30",0x21f7b5f43110,~
code-creation,Stub,14,0x1e64ff830000,228,"ToBooleanStub(SpecObject)"
code-creation,Stub,12,0x1e64ff830100,195,"CompareICStub"
code-creation,Stub,13,0x1e64ff8301e0,151,"CompareNilICStub(NullValue)(None)"
code-creation,Stub,8,0x1e64ff830280,533,"CallICStub(args(1), FUNCTION, "
code-creation,Stub,8,0x1e64ff8304a0,113,"CallICTrampolineStub"
code-creation,LazyCompile,0,0x1e64ff830520,652,"ObjectConstructor native v8natives.js:943:27",0x21f7b5f49d60,~
code-creation,LazyCompile,0,0x1e64ff830520,652,"ObjectConstructor native v8natives.js:943:27",0x21f7b5f49d60,~
tick,0xc03d90,159625,0,0xb81dcc,0,0xb916e0,0x1e64ff82fda9,0x1e64ff82dc87
code-creation,LazyCompile,0,0x1e64ff8307c0,452,"InstallGetterSetter native prologue.js:64:29",0x21f7b5f43068,~
tick,0xd75b02,160268,0,0x7ffea9479750,0,0xb93ac0,0x1e64ff82a993,0x1e64ff830875,0x1e64ff82e0df
code-creation,Stub,2,0x1e64ff8309a0,1133,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x1e64ff830e20,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x1e64ff830ea0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x1e64ff830f20,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1e64ff830fa0,492,"BooleanConstructor native v8natives.js:987:28",0x21f7b5f49e08,~
code-creation,LazyCompile,0,0x1e64ff830fa0,492,"BooleanConstructor native v8natives.js:987:28",0x21f7b5f49e08,~
code-creation,LazyCompile,0,0x1e64ff8311a0,628,"ToBoolean native runtime.js:535:19",0x21f7b5f3db10,~
code-creation,LazyCompile,0,0x1e64ff831420,524,"NumberConstructor native v8natives.js:1018:27",0x21f7b5f4a000,~
code-creation,LazyCompile,0,0x1e64ff831420,524,"NumberConstructor native v8natives.js:1018:27",0x21f7b5f4a000,~
code-creation,Stub,12,0x1e64ff831640,187,"CompareICStub"
code-creation,LazyCompile,0,0x1e64ff831700,812,"ToNumber native runtime.js:542:18",0x21f7b5f3dbf8,~
code-creation,Handler,3,0x1e64ff831a40,141,"$NaN"
code-disable-optimization,"SUB","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1e64ff831ae0,484,"SUB native runtime.js:225:17",0x21f7b5f3eed0,
code-disable-optimization,"MUL","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1e64ff831ce0,484,"MUL native runtime.js:236:17",0x21f7b5f3f020,
tick,0xd73cd0,161359,0,0xbc56aa,2,0xc8f480,0x1e64ff82eee1
code-creation,Stub,2,0x1e64ff831ee0,350,"FastNewContextStub"
code-creation,Stub,2,0x1e64ff832040,529,"ArgumentsAccessStub_NewSloppyFast"
code-creation,LazyCompile,0,0x1e64ff832260,500,"FunctionConstructor native v8natives.js:1255:29",0x21f7b5f4aa80,~
code-creation,LazyCompile,0,0x1e64ff832260,500,"FunctionConstructor native v8natives.js:1255:29",0x21f7b5f4aa80,~
code-creation,LazyCompile,0,0x1e64ff832460,276,"Export native prologue.js:8:16",0x21f7b5f42b20,~
code-creation,Function,0,0x1e64ff832580,1820," native symbol.js:3:10",0x21f7b5f4f480,~
code-creation,Script,0,0x1e64ff832ca0,292,"native symbol.js",0x21f7b5f4f5c8,~
code-creation,Stub,3,0x1e64ff832de0,156,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff832e80,201,"next"
code-creation,StoreIC,9,0x1e64ff832f60,134,"next"
code-creation,LazyCompile,0,0x1e64ff833000,500,"SymbolConstructor native symbol.js:12:27",0x21f7b5f4ed98,~
code-creation,LazyCompile,0,0x1e64ff833000,500,"SymbolConstructor native symbol.js:12:27",0x21f7b5f4ed98,~
code-creation,Stub,13,0x1e64ff833200,200,"CompareNilICStub(NullValue)(Undefined)"
tick,0xcdef75,162414,0,0x0,2
tick,0x901835,164194,0,0x0,2
tick,0xcdabe9,164599,0,0x0,2
code-creation,Stub,2,0x1e64ff8332e0,1086,"FastNewContextStub"
code-creation,Stub,8,0x1e64ff833720,527,"CallICStub(args(0), FUNCTION, "
code-creation,Stub,8,0x1e64ff833940,113,"CallICTrampolineStub"
code-creation,Function,0,0x1e64ff8339c0,8660," native array.js:9:10",0x21f7b5f54130,~
code-creation,Script,0,0x1e64ff835ba0,292,"native array.js",0x21f7b5f54280,~
tick,0x8fc5f0,165649,0,0x7ffea947a080,0,0xb8ffa0,0x1e64ff82f40e,0x1e64ff83466f
code-creation,Stub,2,0x1e64ff835ce0,2694,"RecordWriteStub"
code-creation,Stub,2,0x1e64ff836780,2700,"RecordWriteStub"
code-creation,Stub,3,0x1e64ff837220,634,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff8374a0,192,"next"
code-creation,StoreIC,9,0x1e64ff837560,134,"next"
code-creation,LazyCompile,0,0x1e64ff837600,396,"bx native array.js:1214:16",0x21f7b5f53788,~
code-creation,Stub,8,0x1e64ff8377a0,533,"CallICStub(args(4), FUNCTION, "
code-creation,Stub,8,0x1e64ff8379c0,113,"CallICTrampolineStub"
code-creation,LazyCompile,0,0x1e64ff837a40,636,"hasOwnProperty native v8natives.js:108:30",0x21f7b5f47be8,~
code-creation,LazyCompile,0,0x1e64ff837cc0,284,"ToName native runtime.js:578:16",0x21f7b5f3de98,~
code-creation,Stub,2,0x1e64ff837de0,182,"DoubleToIStub"
code-creation,Stub,2,0x1e64ff837ea0,507,"NumberToStringStub"
code-creation,LazyCompile,0,0x1e64ff8380a0,716,"ToString native runtime.js:563:18",0x21f7b5f3dd48,~
code-creation,Stub,14,0x1e64ff838380,212,"ToBooleanStub(Bool)"
code-creation,Stub,3,0x1e64ff838460,120,"LoadConstantStub"
code-creation,Handler,3,0x1e64ff8384e0,164,"hasOwnProperty"
code-creation,Handler,3,0x1e64ff8385a0,141,"$toName"
code-creation,Stub,3,0x1e64ff838640,120,"LoadConstantStub"
code-creation,Stub,3,0x1e64ff8386c0,120,"LoadConstantStub"
code-creation,Stub,3,0x1e64ff838740,120,"LoadConstantStub"
code-creation,Stub,3,0x1e64ff8387c0,120,"LoadConstantStub"
code-creation,Stub,3,0x1e64ff838840,120,"LoadConstantStub"
code-creation,Stub,2,0x1e64ff8388c0,278,"ArrayConstructorStub_None"
code-creation,Stub,8,0x1e64ff8389e0,368,"CallIC_ArrayStub(args(0), FUNCTION,  (Array)"
code-creation,Stub,8,0x1e64ff838b60,113,"CallIC_ArrayTrampolineStub"
code-creation,Stub,3,0x1e64ff838be0,120,"LoadConstantStub"
code-creation,Stub,3,0x1e64ff838c60,134,"FunctionPrototypeStub"
code-creation,Handler,3,0x1e64ff838d00,192,"next"
code-creation,StoreIC,9,0x1e64ff838dc0,134,"next"
tick,0xa3f078,167094,0,0x0,0,0xb8d430,0x1a0f670
tick,0x901993,168022,0,0x0,2
code-creation,Stub,2,0x1e64ff838e60,746,"FastNewContextStub"
code-creation,Function,0,0x1e64ff839160,6220," native string.js:2:10",0x21f7b5f5a220,~
code-creation,Script,0,0x1e64ff83a9c0,252,"native string.js",0x21f7b5f5a360,~
code-creation,Handler,3,0x1e64ff83aac0,192,"next"
code-creation,StorePolymorphicIC,9,0x1e64ff83ab80,154,"next"
code-creation,LazyCompile,0,0x1e64ff83ac20,876,"StringConstructor native string.js:24:27",0x21f7b5f57960,~
code-creation,LazyCompile,0,0x1e64ff83ac20,876,"StringConstructor native string.js:24:27",0x21f7b5f57960,~
code-creation,Handler,3,0x1e64ff83afa0,192,"next"
code-creation,StorePolymorphicIC,9,0x1e64ff83b060,154,"next"
code-creation,Stub,2,0x1e64ff83b100,526,"FastNewContextStub"
code-creation,Function,0,0x1e64ff83b320,1716," native uri.js:2:10",0x21f7b5f5b948,~
code-creation,Script,0,0x1e64ff83b9e0,252,"native uri.js",0x21f7b5f5ba88,~
code-creation,Stub,2,0x1e64ff83bae0,490,"FastNewContextStub"
code-creation,Function,0,0x1e64ff83bce0,3964," native math.js:3:10",0x21f7b5f5e0f0,~
code-creation,Script,0,0x1e64ff83cc60,292,"native math.js",0x21f7b5f5e238,~
code-creation,LazyCompile,0,0x1e64ff83cda0,188,"MathConstructor native math.js:195:25",0x21f7b5f5dbf8,~
tick,0xce4f3d,170979,0,0x7ffea9479f50,2,0xc8f480,0x1e64ff839b79
tick,0xd1fd37,170996,0,0x0,2
tick,0xc42570,171211,0,0x0,2
code-creation,Stub,2,0x1e64ff83ce60,418,"FastNewContextStub"
code-creation,Function,0,0x1e64ff83d020,1468," native fdlibm.js:4:10",0x21f7b5f5fc08,~
code-creation,Script,0,0x1e64ff83d5e0,292,"native fdlibm.js",0x21f7b5f5fd50,~
tick,0xce1fe4,172465,0,0x0,2
code-creation,Stub,2,0x1e64ff83d720,850,"FastNewContextStub"
code-creation,Function,0,0x1e64ff83da80,7348," native date.js:3:10",0x21f7b5f64d90,~
code-creation,Script,0,0x1e64ff83f740,292,"native date.js",0x21f7b5f64ed8,~
code-creation,Stub,12,0x1e64ff83f880,173,"CompareICStub"
tick,0x7f9f785ff88d,173374,0,0x0,2,0xc8f480,0x1e64ff83e7a9
code-creation,Stub,12,0x1e64ff83f940,173,"CompareICStub"
code-creation,Stub,12,0x1e64ff83fa00,173,"CompareICStub"
code-creation,LazyCompile,0,0x1e64ff83fac0,2972,"DateConstructor native date.js:71:25",0x21f7b5f61dd0,~
code-creation,LazyCompile,0,0x1e64ff83fac0,2972,"DateConstructor native date.js:71:25",0x21f7b5f61dd0,~
code-creation,Function,0,0x1e64ff840660,2992," native regexp.js:5:10",0x21f7b5f66fc0,~
code-creation,Script,0,0x1e64ff841220,388,"native regexp.js",0x21f7b5f67118,~
code-creation,LazyCompile,0,0x1e64ff8413c0,436,"RegExpConstructor native regexp.js:33:27",0x21f7b5f65f88,~
code-creation,LazyCompile,0,0x1e64ff8413c0,436,"RegExpConstructor native regexp.js:33:27",0x21f7b5f65f88,~
code-creation,LazyCompile,0,0x1e64ff841580,836,"ToPrimitive native runtime.js:528:21",0x21f7b5f3d928,~
tick,0xb1e7f0,174911,0,0xb2a0f3,0,0xca1bd0,0x1e64ff841036
code-creation,Stub,2,0x1e64ff8418e0,188,"DoubleToIStub"
code-creation,Stub,2,0x1e64ff8419a0,1296,"BinaryOpWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,11,0x1e64ff841ec0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,Stub,11,0x1e64ff841f40,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*Smi->String)"
code-creation,LazyCompile,0,0x1e64ff841fc0,228,"RegExpMakeCaptureGetter native regexp.js:245:33",0x21f7b5f66768,~
code-creation,Stub,2,0x1e64ff8420c0,378,"FastNewContextStub"
tick,0xbe8f37,175942,0,0x0,2
code-creation,Function,0,0x1e64ff842240,1332," native arraybuffer.js:2:10",0x21f7b5f68838,~
code-creation,Script,0,0x1e64ff842780,252,"native arraybuffer.js",0x21f7b5f68978,~
code-creation,LazyCompile,0,0x1e64ff842880,500,"ArrayBufferConstructor native arraybuffer.js:13:32",0x21f7b5f68308,~
code-creation,LazyCompile,0,0x1e64ff842880,500,"ArrayBufferConstructor native arraybuffer.js:13:32",0x21f7b5f68308,~
code-creation,LazyCompile,0,0x1e64ff842a80,420,"InstallGetter native prologue.js:54:23",0x21f7b5f42fc0,~
tick,0x7f9f78593d57,177021,0,0x0,2
tick,0x7f9f78596e31,178099,0,0x0,2
tick,0xc3ffa6,179162,0,0x0,2
tick,0xce7c71,180393,0,0x0,2
code-creation,Stub,2,0x1e64ff842c40,1190,"FastNewContextStub"
code-creation,Function,0,0x1e64ff843100,19500," native typedarray.js:2:10",0x21f7b5f72310,~
code-creation,Script,0,0x1e64ff847d40,252,"native typedarray.js",0x21f7b5f72450,~
tick,0x7f9f786089f7,181464,0,0x0,3
code-creation,LazyCompile,0,0x1e64ff847e40,1260,"Uint8ArrayConstructor native typedarray.js:122:31",0x21f7b5f6c780,~
code-creation,LazyCompile,0,0x1e64ff847e40,1260,"Uint8ArrayConstructor native typedarray.js:122:31",0x21f7b5f6c780,~
code-creation,Stub,11,0x1e64ff848340,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,11,0x1e64ff8483c0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1e64ff848440,1260,"Int8ArrayConstructor native typedarray.js:282:30",0x21f7b5f6ce10,~
code-creation,LazyCompile,0,0x1e64ff848440,1260,"Int8ArrayConstructor native typedarray.js:282:30",0x21f7b5f6ce10,~
code-creation,Handler,3,0x1e64ff848940,141,"symbolToStringTag"
code-creation,LazyCompile,0,0x1e64ff8489e0,1260,"Uint16ArrayConstructor native typedarray.js:442:32",0x21f7b5f6d4a0,~
code-creation,LazyCompile,0,0x1e64ff8489e0,1260,"Uint16ArrayConstructor native typedarray.js:442:32",0x21f7b5f6d4a0,~
code-creation,LazyCompile,0,0x1e64ff848ee0,1260,"Int16ArrayConstructor native typedarray.js:602:31",0x21f7b5f6db30,~
code-creation,LazyCompile,0,0x1e64ff848ee0,1260,"Int16ArrayConstructor native typedarray.js:602:31",0x21f7b5f6db30,~
code-creation,LazyCompile,0,0x1e64ff8493e0,1260,"Uint32ArrayConstructor native typedarray.js:762:32",0x21f7b5f6e1c0,~
code-creation,LazyCompile,0,0x1e64ff8493e0,1260,"Uint32ArrayConstructor native typedarray.js:762:32",0x21f7b5f6e1c0,~
tick,0xc11fe3,182535,0,0x19a3140,0,0xca7450,0x1e64ff845cc5
code-creation,LazyCompile,0,0x1e64ff8498e0,1260,"Int32ArrayConstructor native typedarray.js:922:31",0x21f7b5f6e850,~
code-creation,LazyCompile,0,0x1e64ff8498e0,1260,"Int32ArrayConstructor native typedarray.js:922:31",0x21f7b5f6e850,~
code-creation,LazyCompile,0,0x1e64ff849de0,1260,"Float32ArrayConstructor native typedarray.js:1082:33",0x21f7b5f6eee0,~
code-creation,LazyCompile,0,0x1e64ff849de0,1260,"Float32ArrayConstructor native typedarray.js:1082:33",0x21f7b5f6eee0,~
code-creation,LazyCompile,0,0x1e64ff84a2e0,1260,"Float64ArrayConstructor native typedarray.js:1242:33",0x21f7b5f6f570,~
code-creation,LazyCompile,0,0x1e64ff84a2e0,1260,"Float64ArrayConstructor native typedarray.js:1242:33",0x21f7b5f6f570,~
code-creation,LazyCompile,0,0x1e64ff84a7e0,1260,"Uint8ClampedArrayConstructor native typedarray.js:1402:38",0x21f7b5f6fc00,~
code-creation,LazyCompile,0,0x1e64ff84a7e0,1260,"Uint8ClampedArrayConstructor native typedarray.js:1402:38",0x21f7b5f6fc00,~
code-creation,LazyCompile,0,0x1e64ff84ace0,1460,"DataViewConstructor native typedarray.js:1772:29",0x21f7b5f70290,~
code-creation,LazyCompile,0,0x1e64ff84ace0,1460,"DataViewConstructor native typedarray.js:1772:29",0x21f7b5f70290,~
code-creation,Function,0,0x1e64ff84b2a0,460," native iterator-prototype.js:3:10",0x21f7b5f74f20,~
code-creation,Script,0,0x1e64ff84b480,292,"native iterator-prototype.js",0x21f7b5f75068,~
code-creation,Handler,3,0x1e64ff84b5c0,141,"symbolIterator"
code-creation,Stub,2,0x1e64ff84b660,362,"FastNewContextStub"
code-creation,Function,0,0x1e64ff84b7e0,1380," native generator.js:2:10",0x21f7b5f758b0,~
code-creation,Script,0,0x1e64ff84bd60,252,"native generator.js",0x21f7b5f759f0,~
code-creation,Handler,3,0x1e64ff84be60,141,"GeneratorFunctionPrototype"
code-creation,Handler,3,0x1e64ff84bf00,141,"GeneratorFunction"
code-creation,Stub,2,0x1e64ff84bfa0,347,"ArgumentsAccessStub_NewStrict"
code-creation,LazyCompile,0,0x1e64ff84c100,468,"GeneratorFunctionConstructor native generator.js:49:38",0x21f7b5f755a8,~
code-creation,LazyCompile,0,0x1e64ff84c100,468,"GeneratorFunctionConstructor native generator.js:49:38",0x21f7b5f755a8,~
code-creation,Function,0,0x1e64ff84c2e0,308," native object-observe.js:77:16",0x21f7b5f794b8,~
code-creation,Function,0,0x1e64ff84c420,4772," native object-observe.js:9:10",0x21f7b5f79b60,~
code-creation,Script,0,0x1e64ff84d6e0,292,"native object-observe.js",0x21f7b5f79cc8,~
code-creation,LazyCompile,0,0x1e64ff84d820,528,"TypeMapCreateFromList native object-observe.js:58:31",0x21f7b5f77558,~
code-creation,LazyCompile,0,0x1e64ff84da40,228,"TypeMapCreate native object-observe.js:49:23",0x21f7b5f77360,~
code-creation,LazyCompile,0,0x1e64ff84db40,284,"nullProtoObject native object-observe.js:46:25",0x21f7b5f772b8,~
code-creation,LazyCompile,0,0x1e64ff84dc60,300,"TypeMapAddType native object-observe.js:52:24",0x21f7b5f77408,~
code-creation,Stub,3,0x1e64ff84dda0,244,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff84dea0,164,"update"
code-creation,KeyedStoreIC,10,0x1e64ff84df60,153,"update"
code-creation,Stub,3,0x1e64ff84e000,244,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff84e100,164,"delete"
code-creation,Stub,3,0x1e64ff84e1c0,594,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff84e420,164,"setPrototype"
code-creation,Stub,3,0x1e64ff84e4e0,244,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff84e5e0,164,"reconfigure"
code-creation,Stub,3,0x1e64ff84e6a0,244,"StoreTransitionStub"
code-creation,Handler,3,0x1e64ff84e7a0,164,"preventExtensions"
tick,0xbd9ae1,187450,0,0x0,2
tick,0xc4c6c7,187469,0,0x0,2
tick,0x7f9f785ff88d,187474,0,0x0,0,0xb903f0,0x1e64ff84dd42,0x1e64ff84d922,0x1e64ff84c3c2,0x1e64ff84d201
tick,0xc2f253,187481,0,0x0,2
tick,0xa14328,188170,0,0x0,2
code-creation,Function,0,0x1e64ff84e860,3876," native collection.js:12:10",0x21f7b5f7cbc0,~
code-creation,Script,0,0x1e64ff84f7a0,292,"native collection.js",0x21f7b5f7cd18,~
code-creation,Stub,8,0x1e64ff84f8e0,645,"CallICStub(args(0), METHOD, "
code-creation,Stub,8,0x1e64ff84fb80,113,"CallICTrampolineStub"
code-creation,LazyCompile,0,0x1e64ff84fc00,1224,"SetConstructor native collection.js:106:24",0x21f7b5f7bb08,~
code-creation,LazyCompile,0,0x1e64ff84fc00,1224,"SetConstructor native collection.js:106:24",0x21f7b5f7bb08,~
code-creation,LazyCompile,0,0x1e64ff8500e0,1440,"MapConstructor native collection.js:235:24",0x21f7b5f7bfa0,~
code-creation,LazyCompile,0,0x1e64ff8500e0,1440,"MapConstructor native collection.js:235:24",0x21f7b5f7bfa0,~
code-creation,Function,0,0x1e64ff850680,1844," native weak-collection.js:2:10",0x21f7b5f7e8f0,~
code-creation,Script,0,0x1e64ff850dc0,252,"native weak-collection.js",0x21f7b5f7ea30,~
tick,0xd271c9,189257,0,0x0,2
code-creation,LazyCompile,0,0x1e64ff850ec0,1440,"WeakMapConstructor native weak-collection.js:8:28",0x21f7b5f7e0e0,~
code-creation,LazyCompile,0,0x1e64ff850ec0,1440,"WeakMapConstructor native weak-collection.js:8:28",0x21f7b5f7e0e0,~
code-creation,LazyCompile,0,0x1e64ff851460,1224,"WeakSetConstructor native weak-collection.js:77:28",0x21f7b5f7e428,~
code-creation,LazyCompile,0,0x1e64ff851460,1224,"WeakSetConstructor native weak-collection.js:77:28",0x21f7b5f7e428,~
code-creation,Function,0,0x1e64ff851940,2828," native collection-iterator.js:6:10",0x21f7b5f800f8,~
code-creation,Script,0,0x1e64ff852460,292,"native collection-iterator.js",0x21f7b5f80240,~
code-creation,LazyCompile,0,0x1e64ff8525a0,220,"SetIteratorConstructor native collection-iterator.js:11:32",0x21f7b5f7f838,~
code-creation,LazyCompile,0,0x1e64ff8525a0,220,"SetIteratorConstructor native collection-iterator.js:11:32",0x21f7b5f7f838,~
code-creation,Handler,3,0x1e64ff852680,141,"SetIterator"
code-creation,LazyCompile,0,0x1e64ff852720,220,"MapIteratorConstructor native collection-iterator.js:65:32",0x21f7b5f7fad8,~
code-creation,LazyCompile,0,0x1e64ff852720,220,"MapIteratorConstructor native collection-iterator.js:65:32",0x21f7b5f7fad8,~
code-creation,Handler,3,0x1e64ff852800,141,"MapIterator"
code-creation,Handler,3,0x1e64ff8528a0,141,"$iteratorPrototype"
tick,0xc3f404,190334,0,0x0,2
code-creation,Function,0,0x1e64ff852940,3580," native promise.js:11:10",0x21f7b5f82968,~
code-creation,Script,0,0x1e64ff853740,292,"native promise.js",0x21f7b5f82ac0,~
tick,0x9010e4,192013,0,0x0,2
tick,0xbf82e0,192751,0,0x0,2
code-creation,Stub,2,0x1e64ff853880,1034,"FastNewContextStub"
code-creation,Function,0,0x1e64ff853ca0,8108," native messages.js:25:10",0x21f7b5f88438,~
code-creation,Script,0,0x1e64ff855c60,292,"native messages.js",0x21f7b5f885a8,~
tick,0xcdfbfd,193835,0,0x19a3160,0,0xcb5770,0x1e64ff855cf7
code-creation,Handler,3,0x1e64ff855da0,141,"Script"
code-creation,LazyCompile,0,0x1e64ff855e40,292," native messages.js:124:25",0x21f7b5f86df8,~
code-creation,LazyCompile,0,0x1e64ff855e40,292," native messages.js:124:25",0x21f7b5f86df8,~
code-creation,LazyCompile,0,0x1e64ff855f80,908,"DefineError native messages.js:625:21",0x21f7b5f86ab0,~
code-creation,Stub,12,0x1e64ff856320,222,"CompareICStub"
code-creation,LazyCompile,0,0x1e64ff856400,188,"DefineError.aV native messages.js:629:16",0x21f7b5f89198,~
code-disable-optimization,"","TryCatchStatement"
code-creation,LazyCompile,0,0x1e64ff8564c0,580," native messages.js:640:21",0x21f7b5f89240,
